Table 4: City Prosperity Index. Global CPI. Base Data. 2016 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Prosperity Index. Global CPI. Base Data. 2016 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUNTRY,METROPOLITAN AREA,CITY,YEAR,PRODUCTIVITY INDEX (P),,INFRASTRUCTURE DEVELOPMENT INDEX (ID),,,,,,,,,QUALITY OF LIFE INDEX (QOL),,,,,,EQUITY AND SOCIAL INCLUSION INDEX (ESI),,,,,,ENVIRONMENTAL SUSTAINABILITY,,,,,URBAN GOVERNANCE AND LEGISLATION INDEX (GI)
Mexico,Monterrey,Ciénega de Flores,2015,"3,905.43",2.66,,97.87,99.78,0.67,11.18,,,20.06,,75.58,8.45,96.47,8.97,54.54,,0.38,6.32,6.5,8.26,0.9,,,82,3.9, -   ,,53.28
Mexico,Monterrey,García,2015,"7,439.62",2.33,,91.15,97.84,0.35,11.82,,,5.72,,75.58,14.01,96.53,12.73,22.52,,0.42,13.27,8.65,7.28,0.93,,,82,3.9, -   ,,55.47
Mexico,Monterrey,General Escobedo,2015,"10,716.10",2.51,,95.96,98.25,0.21,26.13,,,1.8,,75.58,12.08,97.13,10.37,14.62,,0.4,6.47,4.18,8.51,0.97,,,82,3.9, -   ,,51.07
Mexico,Monterrey,General Zuazua,2015,"13,590.19",2.22,,97.88,98.94,0.06,6.37,,,1.45,,75.58,10.26,97.8,9.51,9.65,,0.36,6.95,2.68,6.64,0.95,,,82,3.9, -   ,,50.51
Mexico,Monterrey,Guadalupe,2015,"5,257.71",2.81,,95.46,97.07,1.69,38.59,,,3.76,,75.58,13.03,96.46,12.42,10.06,,0.43,3.25,2.61,10.09,0.97,,,82,3.9, -   ,,58.63
Mexico,Monterrey,Juárez,2015,"1,283.89",2.52,,95.73,97.46,0.28,13.4,,,3.53,,75.58,10.59,96.94,12.99,15.41,,0.37,6.73,3.18,8.61,0.93,,,82,3.9, -   ,,50.73
Mexico,Monterrey,Monterrey,2015,"21,253.35",2.64,,94.46,96.59,5.43,39.34,,,6.35,,75.58,12.43,95.51,13.06,18.58,,0.46,5.56,4.02,9.61,0.97,,,82,3.9, -   ,,59.65
Mexico,Monterrey,Pesquería,2015,"6,181.33",1.89,,91.03,86.9,0.55,6.4,,,7.82,,75.58,12.85,96.17,26.42,71.17,,,3.48,16.91,5.46,0.93,,,82,3.9, -   ,,57.32
Mexico,Monterrey,Salinas Victoria,2015,"5,616.70",2.32,,77.29,34.52,0.74,8.33,,,17.09,,75.58,13.68,93.49,12.98,72.8,,0.34,11.43,17.37,7.51,1,,,82,3.9, -   ,,58.23
Mexico,Monterrey,San Nicolás de los Garza,2015,"12,430.68",2.78,,95.76,98.39,3.62,49.85,,,2.47,,75.58,11.37,97.45,13.54,10.96,,0.41,2.77,0.99,9.73,0.97,,,82,3.9, -   ,,62.05
Mexico,Monterrey,Santa Catarina,2015,"11,918.32",2.95,,96.75,98.65,0.2,31.81,,,3.94,,75.58,11.62,96.12,10.19,20.19,,0.39,8.08,3.51,9.7,0.95,,,82,3.9, -   ,,55.88
Mexico,Oaxaca,Oaxaca de Juárez,2015,"4,665.59",1.98,,82.83,87.95,7.07,29.99,,,6.34,,72.52,12.54,95.56,11.31,14.87,,0.47,9.34,94.88,5.48,0.97,,,53.03,3.9, -   ,,42.17
Mexico,Puebla,Amozoc,2015,"2,327.81",2.18,,91.07,75.79,0.5,11.54,,,0.89,,74.47,29.13,92.44,8.28,23.46,,0.4,25.12,91.63,5.85,0.97,,,26.58,3.9, -   ,,56.73
Mexico,Puebla,Coronango,2015,"1,925.58",1.86,,80.54,14.16,0.73,9.24,,,2.69,,74.47,19.58,93.82,6.81,23.81,,0.42,49.66,92.47,4.83,0.99,,,26.58,3.9, -   ,,58.77
Mexico,San Martín Texmelucan,Huejotzingo,2015,"5,243.41",1.63,,85.96,92.72,1.92,9.12,,,1.51,,74.47,17.62,94.25,8.5,28.42,,0.39,23.31,29.58,4.6,0.95,,,54,3.9, -   ,,49.63
Mexico,Puebla,Puebla,2015,"4,714.24",2.6,,95.29,94.25,4.43,28.95,,,2.87,,74.47,16.54,95.85,11.57,9.94,,0.46,13.17,58.37,7.98,0.96,,,26.58,3.9, -   ,,43.94
Mexico,Puebla,San Andrés Cholula,2015,"4,515.02",1.63,,92.67,26.64,0.3,34.39,,,0.89,,74.47,15.34,95.83,8.87,24.52,,0.43,26.48,25.36,4.34,0.96,,,26.58,3.9, -   ,,42.48
Mexico,Puebla,San Pedro Cholula,2015,"2,661.12",1.45,,90.83,70.84,1.96,26.59,,,3.17,,74.47,27.37,95.42,10.1,13.32,,0.45,12.39,22.24,3.79,0.94,,,26.58,3.9, -   ,,46.82
Mexico,Cadereyta de Montes,Cadereyta de Montes,2015,"1,242.29",4.71,,79.34,96.39,3.38,1.17,,,5.95,,75.09,12.4,86.26,7.82,17.63,,0.44,40.6,38.67,11.96,0.93,,,37,3.9, -   ,,64.28
Mexico,Querétaro,El Marqués,2015,"11,680.37",3.42,,74.23,92.33,0.83,6.94,,,4.46,,75.09,16.88,91.75,6.96,21.63,,0.35,17.51,21.54,9.33,0.88,,,52.5,3.9, -   ,,69.45
Mexico,Querétaro,Querétaro,2015,"9,899.01",2.95,,96.29,97.86,3.63,35.06,,,4.16,,75.09,12.53,96.13,10.95,14.55,,0.46,8.29,6.62,8.39,0.93,,,52.5,3.9, -   ,,65.04
Mexico,San Juan del Río,San Juan del Río,2015,"8,011.96",3.03,,91.42,98.66,3.19,17.66,,,2.71,,75.09,12.79,94.13,9.69,16.79,,0.44,9.95,8.92,8.13,0.94,,,54,3.9, -   ,,61.84
Mexico,Othón P. Blanco,Othón P. Blanco,2015,"2,440.02",1.52,,86.76,98.41,3.66,20.73,,,4.38,,75.34,13,92.34,9.52,18.37,,0.46,16.91,12.65,4.89,0.93,,,54,3.9, -   ,,44.94
Mexico,Cancún,Benito Juárez,2015,"4,320.22",2.35,,89.9,88.13,2.2,29.22,,,4.06,,75.34,13.48,94.93,12.63,38.01,,0.45,6.69,8.99,5.74,0.96,,,53.03,3.9,0.13,,39.84
Mexico,Playa del Carmen,Solidaridad,2015,"7,573.52",2.57,,95.57,99.57,3.66,18.55,,,6.32,,75.34,14.01,94.22,11.71,23.21,,0.44,8.48,17.46,4.6,0.97,,,54,3.9, -   ,,33.34
Mexico,San Luis Potosí,San Luis Potosí,2015,"11,193.39",3.41,,98.57,98.26,4.54,33,,,5.56,,74.26,12.35,96.69,10.88,17.99,,0.46,10.16,4.57,11.34,0.94,,,52.5,3.9, -   ,,49.66
Mexico,San Luis Potosí,Soledad de Graciano Sánchez,2015,"1,689.38",3.63,,97.79,98.29,1.36,21.09,,,6.19,,74.26,11.94,96.61,10.17,8.45,,0.41,15.96,3.89,12.03,0.92,,,52.5,3.9, -   ,,45.32
Mexico,Los Mochis,Ahome,2015,"3,179.23",2.8,,93.81,98.43,2.56,26.82,,,4.96,,74.61,10.73,96.16,11.88,42.9,,0.43,9.99,5.97,10.14,0.94,,,52,3.9, -   ,,43.58
Mexico,Culiacán,Culiacán,2015,"3,806.80",1.89,,96.98,98.27,3.69,33.32,,,6.86,,74.61,9.97,95.64,10.92,63.42,,0.44,10.06,3.78,6.38,0.91,,,53.03,3.9,0.98,,33.61
Mexico,Mazatlán,Mazatlán,2015,"4,048.14",2.41,,95.69,97.9,2.5,33.29,,,7.03,,74.61,11.42,96.52,10.69,32.03,,0.42,10.1,10.49,8.23,0.92,,,39,3.9, -   ,,41.87
Mexico,Agua Prieta,Agua Prieta,2015,"3,478.11",3.68,,88.97,99.18,2.33,25.73,,,7.05,,74.95,15.79,97.06,9.28,30.08,,0.41,18.07,10.16,11.65,0.98,,,37,3.9, -   ,,51.43
Mexico,Caborca,Caborca,2015,"2,593.32",2.28,,95.07,98.72,2.29,27.83,,,22.65,,74.95,9.77,94.94,9.35,65.7,,0.41,12.36,6.95,6.9,0.97,,,37,3.9, -   ,,54.65
Mexico,Cajeme,Cajeme,2015,"5,957.46",2.97,,94.48,98.49,5.28,31.64,,,8.71,,74.95,13.56,96.71,10.29,45.7,,0.42,7.45,4.84,11.35,0.95,,,47,3.9,1,,56.67
Mexico,Guaymas,Guaymas,2015,"6,040.78",3.24,,87.35,96.9,2.81,30.39,,,7.5,,74.95,21.08,95.79,9.94,30.2,,0.42,9.48,48.21,10.87,0.95,,,54,3.9, -   ,,56.25
Mexico,Hermosillo,Hermosillo,2015,"11,647.40",3.27,,93.96,97.63,3.48,41.63,,,4.62,,74.95,15.88,97.4,11.78,21.11,,0.44,7.21,5.8,10.65,0.94,,,53.03,3.9, -   ,,55.45
Mexico,Nogales,Nogales,2015,"5,789.72",3.65,,78.97,78.87,1.87,29.93,,,4.64,,74.95,23.41,97.62,10.4,35.66,,0.4,9.88,4.03,10.91,0.96,,,54,3.9, -   ,,43.83
Mexico,Villahermosa,Centro,2015,"8,181.57",2.15,,88.98,97.65,5.67,25.18,,,4.3,,74.43,17.18,95.29,11.52,29.7,,0.47,10.74,6.64,7.05,0.96,,,53.03,3.9, -   ,,67.72
Mexico,Villahermosa,Nacajuca,2015,484.35,3.25,,84.01,98.53,1.28,9.72,,,3.91,,74.43,14.01,90.33,9.47,9.19,,0.44,20.65,12.4,10.33,0.97,,,53.03,3.9, -   ,,73.43
Mexico,Tampico,Altamira,2015,"9,907.58",3.44,,87.63,99.02,1.19,15,,,10.86,,75.24,15.61,94.3,11.57,43.22,,0.41,20.68,11.11,10.89,0.94,,,53.03,3.9, -   ,,47.33
Mexico,Matamoros,Matamoros,2015,"4,655.19",4,,81.8,94.45,2.65,23.22,,,5.65,,75.24,16.01,95.16,11.63,49.88,,0.42,12.3,6.05,13.1,0.93,,,47,3.9, -   ,,45.99
Mexico,Nuevo Laredo,Nuevo Laredo,2015,"4,496.56",2.99,,84.66,98.38,2.25,27.42,,,8.89,,75.24,14.99,94.9,12.15,33.93,,0.41,12.46,5.59,10.87,0.94,,,47,3.9, -   ,,47.22
Mexico,Reynosa,Reynosa,2015,"14,222.59",2.27,,88.16,98.32,2.41,22.49,,,6.52,,75.24,14.73,95.14,12.05,32.96,,0.41,10.47,7.94,5.97,0.95,,,53.03,3.9, -   ,,35.05
Mexico,Tampico,Tampico,2015,"4,775.37",2.89,,94.12,98.79,3.33,38.23,,,4.58,,75.24,14.12,95.82,12.39,33.81,,0.44,8.73,5.24,11.31,0.95,,,53.03,3.9, -   ,,46.39
Mexico,Victoria,Victoria,2015,"3,360.29",1.96,,93.42,97.63,5.76,34.35,,,6.69,,75.24,11.85,95.51,12.5,29.29,,0.46,6.74,8.01,8.74,0.95,,,47,3.9, -   ,,59.09
Mexico,Tlaxcala,Tlaxcala,2015,"3,695.15",2.49,,96.37,99.02,11.67,31.72,,,1.05,,74.83,11.99,97.49,12.03,27.98,,0.46,9.52,13.55,8.79,0.95,,,26.6,3.9, -   ,,55.26
Mexico,Veracruz,Boca del Río,2015,"5,732.14",2.08,,88.91,98.48,0.87,39.15,,,4.32,,73.75,19.17,96.07,10.63,17.97,,0.46,9.74,9.99,7.46,0.95,,,53.03,3.9, -   ,,54.32
Mexico,Coatzacoalcos - Minatitlán,Coatzacoalcos,2015,"19,990.70",2.4,,61.65,95.27,3.35,28.33,,,4.37,,73.75,15.12,94.71,9.87,7.11,,0.44,9.54,15.05,7.86,0.93,,,53.03,3.9, -   ,,44.79
Mexico,Coatzacoalcos - Minatitlán,Cosoleacaque,2015,"1,636.41",2.32,,66.69,78.04,0.96,17.63,,,8.01,,73.75,17.86,91.95,8.79,13.45,,0.47,14.14,20.41,7.21,0.95,,,53.03,3.9, -   ,,48.07
Mexico,Xalapa,Xalapa,2015,"2,466.63",1.95,,94.41,99.39,5,34.68,,,5.18,,73.75,14.06,95.59,11.16,10.65,,0.46,12.23,10.92,6.54,0.9,,,53.03,3.9, -   ,,42.25
Mexico,Veracruz,Medellín,2015,"2,046.34",1.66,,79.57,93.08,0.67,12.45,,,1.43,,73.75,22.88,93.39,10,2.78,,0.42,12.81,3.76,5.47,0.92,,,53.03,3.9, -   ,,47.38
Mexico,Coatzacoalcos - Minatitlán,Minatitlán,2015,"13,911.09",2,,76.57,85.47,4.67,24.12,,,0.62,,73.75,11.39,92.41,9.73,11.04,,0.47,15.38,8.67,6.87,0.98,,,53.03,3.9, -   ,,46.27
Mexico,Naolinco,Naolinco,2015,605.24,0.79,,92.2,98.61,2.81,7.98,,,71.45,,73.75,5.39,86.82,8.59,18.9,,0.42,25.47,24.39,2.05,0.93,,,37,3.9, -   ,,73.04
Mexico,Veracruz,Veracruz,2015,"8,706.90",2.32,,87.56,97.24,6.36,29.45,,,2.09,,73.75,12.32,96.12,10.72,15.34,,0.47,8.71,8.02,7.72,0.92,,,53.03,3.9, -   ,,41.57
Mexico,Mérida,Kanasín,2015,"1,065.45",1.83,,97.42,95.55,0.71,9.16,,,1.07,,75.25,25.9,92.23,8.53,13.39,,0.4,18.37,13.52,5.42,0.91,,,53.03,3.9, -   ,,53.54
Mexico,Mérida,Mérida,2015,"7,239.20",1.56,,96.95,97.2,5.31,34.2,,,0.23,,75.25,11.84,95.66,11.84,5.08,,0.45,8.22,5.6,5.39,0.94,,,53.03,3.9, -   ,,54.83
Mexico,Mérida,Umán,2015,"10,363.42",1.36,,97.16,97.04,2.61,8.78,,,1.93,,75.25,20.03,91.66,7.94,11.51,,0.39,17.88,19.28,4.59,0.94,,,53.03,3.9, -   ,,59.53
Mexico,Zacatecas,Guadalupe,2015,"2,794.45",2.34,,98.26,96.92,2.18,29.53,,,5.15,,74.81,11.74,96.95,10.83,3.93,,0.46,11.75,19.22,7.43,0.93,,,42,3.9, -   ,,45.5
Mexico,Zacatecas,Zacatecas,2015,"3,569.78",2.23,,98.18,98.42,9.05,36.16,,,2.8,,74.81,10.35,97.36,11.29,9.74,,0.47,9.07,13.55,8.24,0.96,,,42,3.9, -   ,,50.52
Panama,--,Panama City,2014,"7,974.23",6.95,93.62,,95.81,2.6,33.59,45.45,60,7.2,,78.6,13.1,98.18,9.53,32.78,,0.47,13.2,37,10.2,1.11,,,44.6,2.62,0.3,,76.76
Peru,--,Lima,2014,"11,945.44",5.03,,55.6,93.4,1.19,48.2,76,37,27.2,,79.45,1.6,97.7,11.1,26,,0.33,0.7,22.4,12.33,86,,,50,1.76,3.07,,81.01
Canada,--,Montreal,2015,"42,028.96",7.77,98,,100,1.99,76.2,,,6.1,,81.5,5.2,98,12.3,1.6,,0.29,0.34,1,13.01,1,,,11,13.02,17.9,,61.11
Canada,--,Toronto,2015,"43,575.64",7.8,98,,100,1.84,83.3,,,6.1,,81.8,5.2,98,12.3,1.3,,0.31,0.34,1,16.1,1,,,8,14.82,17.9,,61.11
United States,--,Chicago,2015,"52,715.64",8.69,98,,100,2.62,67,,,10.6,,79,6.9,98,12.9,4.7,,0.4,1.67,1,19.42,1.02,,,13,16.88,6.3,,61
United States,--,New York,2015,"51,603.63",8.89,98,,100,3.51,68,,,10.6,,80.5,6.9,98,12.9,5.1,,0.4,1.67,1,15.67,1.02,,,14,17.71,6.3,,58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,--,Beijing,2015,"16,899.05",1.21, -- ,,98,2.04,45.8,,,4.07,,75.35,13,98.48,7.5,0.16,,0.32,6.26, -- ,10.1,1.02,,,56,6.19,9.8,, -   
China,--,Hong Kong,2015,"38,123.52",3.4,95.4,,95.5,2.04,45.8,,,1.38,,83.75,13,95.12,10,0.4,,0.49,1,51,9.1,1.02,,,21,6.19,9.8,,18.49
China,--,Shanghai,2015,"16,425.22",3.98, -- ,,98,2.04,45.8,,,3.78,,75.35,13,96.36,7.5,0.16,,0.32,6.26, -- ,10.1,1.02,,,36,6.19,9.8,, -   
Japan,--,Osaka,2015,"113,504.51",4.96,98,,100,2.41,78.5,,,4.1,,82.7,2.9,98,11.5,0.3,,0.34,0.35,1,6.9,1.01,,,9,7.06,4.2,,59
Japan,--,Tokyo,2015,"35,711.93",4.62,98,,100,2.12,86,,,4.1,,83,2.9,97.36,11.5,0.2,,0.34,0.35,1,5.84,1.01,,,21.81,6.8,4.2,,52.66
Mongolia,--,Ulaanbaatar,2015,"13,991.29",4.6,94.1,,69.9,4.02,24.5,,,17.78,,70.65,111,98.26,8.3,10.88,,0.37,5.2,46.1,17.1,1.03,,,68,6.64, -   ,,66.79
Indonesia,--,Jakarta,2015,"32,428.15",9.48,99.3,,94.8,0.2,63.44,,,12.09,,70.82,31,98.83,7.5,0.76,,0.43,2.68,39.9,19.56,1.04,,,21,1.8,5.25,,69.58
Singapore,--,Singapore,2015,"78,763.38",2, -- ,,100,2,73,,,2.94,,82.1,2.7,96.5,10.5,0.2,,0.46,1, -- ,6.7,,,,20,2.66,2.29,,94.65
Thailand,--,Bangkok,2015,"53,335.68",0.13,100,,100,1.07,22.22,,,41.19,,74.4,13.1,97.5,7.3,3.84,,0.4,0.31,9.9,0.61,1.15,,,20,3.22,16.16,,46.79
Vietnam,--,Can Tho,2015,"5,338.37",5.3,100,,70.2,1.45,19.42,,,,,75.5,16,94,10.6,1.1,,0.38,32.18,38.6,4.4,1.18,,,,1.7,0.1,,99.82
Vietnam,--,Da Nang,2015,"6,260.45",4.7,100,,98.7,1.42,32.82,,,9.3,,74.8,16.4,98.05,10.6,,,0.37,5.1,5.1,5,1.12,,19.3,,1.7,0.1,,99.89
Vietnam,--,Ha Noi,2015,"5,038.02",6.7,100,,99.9,1.55,25.2,15,,8.07,,74.9,16,99.1,12.5,0.62,,0.34,10.4,6,3.1,1.02,,46.3,,2.73,0.1,,98.98
Vietnam,--,Hai Phong,2015,"5,406.18",4.2,100,,99.7,0.87,19.39,17,,4.6,,74.5,17.7,98.4,10,,,0.32,6.5,10.1,4.5,1.02,,,,1.7,0.1,,99.42
Vietnam,--,Ho Chi Minh,2015,"4,931.45",5.88,100,,99.3,1.53,33.96,9.9,,9,,75.8,13.4,97.3,10.3,1.3,,0.35,0.3,5.2,3.7,1.03,,26.6,,4.7,0.1,,99.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,--,Vienna,2015,"42,873.16",6.54,98,,100,6.62,79.7,,,5.4,,80,3.9,98,10.8,1.4,,0.31,0.5,1,14.96,1,,,19,14.23,29.5,,75
Belgium,--,Brussels,2015,"40,179.41",11.34,98,,100,5.92,74,,,6.5,,80.4,4.4,98,10.9,2.6,,0.35,0.5,1,39.89,0.97,,,18,9.48,5.1,,89.37
Czech Republic,--,Prague,2015,"31,332.36",3.6,98,,100,7.53,72.7,,,6.1,,79.6,3.6,98,12.3,1.4,,0.29,0.03,1,9.66,1,,,17,13.04,7.5,,59.08
Denmark,--,Copenhagen,2015,"45,665.92",7.86,98,,100,3.02,84,,,3.4,,79.6,3.5,98,12.1,1.1,,0.24,0.67,1,13.81,1.02,,,11.7,7.05,24.4,,87.74
Finland,--,Helsinki,2015,"46,413.90",7.1,98,,100,4.4,92,,,4.8,,80.9,2.6,98,10.3,2,,0.27, -   ,1,17.19,1.01,,,8,15.78,29.1,,68.86
France,--,Paris,2015,"41,737.50",8.55,98,,100,4.04,81.3,,,5.1,,83.6,4.2,98,11.1,1.6,,0.34,0.33,1,18.35,1.02,,,17,7.91,7.9,,80.35
Germany,--,Berlin,2015,"43,567.81",10.06,98,,100,4.54,83.3,,,4,,80.8,3.9,98,12.9,1,,0.28,0.34,1,14.37,1,,,20,12.1,10.7,,71.53
Greece,--,Athens,2015,"27,853.60",25.35,98,,100,8.48,60.7,,,7.9,,80.5,4.4,98,10.2,2.42,,0.32,1.37,1,60.59,1,,,16.9,5.13,8.7,,62.47
Hungary,--,Budapest,2015,"25,021.27",9.23,98,,100,3.88,75.3,,,5.9,,76.5,6.1,98,11.3,1.6,,0.28,0.05,1,25.85,0.99,,,27,9.45,8,,61.84
Ireland,--,Dublin,2015,"45,042.34",14.09,98,,97.07,3.13,69,,,4.1,,81.04,3.8,98,11.6,2,,0.4,0.36,4.9,26.7,1.01,,,9,12.37,6.1,,56.11
Italy,--,Milan,2015,"41,330.99",7.48,98,,100,4.1,63.3,,,6,,82.9,3.6,99.02,10.1,0.9,,0.3,1.35,1,30.8,1.01,,,33,7.43,13.2,,75.19
Netherlands,--,Amsterdam-Utrecht,2015,"45,983.41",5.4,98,,100,2.87,85,,,3.4,,80.8,4,98,11.9,4.42,,0.27,0.35,1,11.82,1.01,,,18,15.06,4.3,,74.56
Norway,--,Oslo,2015,"68,917.01",3.19,98,,100,5.39,88.3,,,3.7,,81.7,2.8,98,12.6,3.2,,0.29,0.67,1,10.29,1.01,,,13,14.61,46.9,,78.23
Poland,--,Warsaw,2015,"26,383.82",8,98,,100,2.56,67,,,8.8,,77.2,5.2,99.74,11.8,1.2,,0.3, -   ,1,19.32,1.01,,,26,8.33,8.8,,55
Portugal,--,Lisbon,2015,"25,491.93",17.46,98,,100,5.62,70.3,,,6.8,,80.7,4.2,94.74,9.6,0.6,,0.35,0.5,1,45.49,1.1,,,12.54,5.1,21.2,,58
Spain,--,Barcelona,2015,"33,582.49",22.65,98,,100,3.16,70.3,,,3.6,,82.7,4.2,98,9.6,0.8,,0.3,2.34,1,50.68,1.02,,,16,5.74,11.9,,68.94
Spain,--,Madrid,2015,"36,815.94",19.24,98,,100,5.45,75.3,,,3.6,,84,4.2,98,9.6,0.9,,0.32,2.34,1,48.86,1.02,,,11,7.14,11.9,,68.94
Sweden,--,Stockholm,2015,"50,076.59",6.87,98,,100,4.55,90,,,2.7,,82.2,4.2,98,12.2,0.7,,0.3,0.35,1,19.85,1,,,7,6.17,35.6,,85
Switzerland,--,Zurich,2015,"59,338.52",3.6,98,,100,4.66,83,,,3.3,,82.9,3,98,11.7,0.6,,0.32,0.5,1,6.85,0.97,,,14,6.7,20.5,,20.5
United Kingdom,--,London,2015,"37,929.24",8.1,98,,100,3.41,89.7,,,2.8,,81.4,4.6,98,12.3,1.3,,0.41,1.01,1,24.66,1,,,13.7,7.87,4.5,,65.8
United Kingdom,--,Manchester,2015,"36,030.00",8.74,98,,100,2.73,83,,,2.8,,79.4,4.6,98,12.3,1.3,,0.3,1.01,1,19.25,1,,,14,5.69,4.5,,65.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,--,Melbourne,2015,"44,646.55",5.47,98,,100,3.51,74.5,,,5.1,,82.4,4,98,12.8,1.1,,0.33,1.2,1,12.52,1.01,,,5,16.93,4.6,,93.23
Australia,--,Sydney,2015,"43,519.25",5.74,98,,100,3.52,74,,,5.1,,82,4,98,12.8,1.1,,0.34,0.5,1,11.83,1.01,,,5,16.93,4.6,,93.23
"Source: United Nations Human Settlement Programme (UN-Habitat), Global Urban Indicators Database 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
